0	0.
1	0.06590432390787124
2	0.20631667467702097
3	0.3557332167988729
4	0.4792318450771025
5	0.5654708478994559
6	0.6159985221573021
7	0.6373721423999239
8	0.6369746695440217
9	0.6213020088373152
10	0.5955030751177295
11	0.563440640410388
12	0.5279174004565181
13	0.4909188478911366
14	0.45382177697044257
15	0.4175581917682521
16	0.3827381623779965
17	0.34974094094086355
18	0.3187810381812123
19	0.28995643990951775
20	0.26328363873975413
21	0.23872312352657674
22	0.21619793386388064
23	0.19560715403710366
24	0.17683569581493974
25	0.15976134659054309
26	0.14425979489733193
27	0.13020815617766288
28	0.11748738617780612
29	0.10598387056173666
30	0.0955904069985698
31	0.08620674236221364
32	0.07773978761190538
33	0.07010360275686216
34	0.06321922146811962
35	0.05701436753441864
36	0.05142310211962519
37	0.04638543067363177
38	0.041846890636369954
39	0.0377581351974598
40	0.03407452390719001
41	0.030755727562260693
42	0.027765352227630918
43	0.025070585393847877
44	0.022641865833210296
45	0.020452577719033745
46	0.018478768835165808
47	0.016698892195176375
48	0.015093570049050785
49	0.013645379039060275
50	0.012338655143543743
