0	0.
1	0.2479239205458457
2	0.6846254513226495
3	1.0362532446789314
4	1.2344138707092898
5	1.303026987198313
6	1.2847501581216219
7	1.2153123981994485
8	1.1194045050534709
9	1.0127286056955618
10	0.9047834181432617
11	0.8010484716374671
12	0.7044693963003705
13	0.6164199739991878
14	0.5373135484484781
15	0.4669912382978114
16	0.4049684039046407
17	0.35059095546479446
18	0.3031337558147722
19	0.2618615019911622
20	0.22606515933384358
21	0.19508246326238735
22	0.16830810366737123
23	0.14519732588915016
24	0.12526544015435842
25	0.10808489985281894
26	0.09328104727556835
27	0.08052724408139163
28	0.06953984470855104
29	0.060073295577609376
30	0.05191552502495009
31	0.04488371072494811
32	0.038820460269145145
33	0.03359040824910683
34	0.02907721348351479
35	0.025180928864374976
36	0.021815710772060973
37	0.018907833138254174
38	0.016393971656583968
39	0.0142197254272866
40	0.01233834585417205
41	0.0107096454813812
42	0.009299062402001394
43	0.008076858728992668
44	0.007017434297286627
45	0.006098739215810876
46	0.005301771090529442
47	0.004610144694036973
48	0.004009723574772818
49	0.0034883045968352906
50	0.003035347700022965
