0	0.
1	0.048381154044696104
2	0.15264800436457815
3	0.26555390065103546
4	0.361121993203212
5	0.43011920788075975
6	0.4727922687627133
7	0.49334357726817835
8	0.49688272838656367
9	0.4880957238882043
10	0.4708213507041165
11	0.4480277752000974
12	0.42193295663609504
13	0.3941557689598384
14	0.3658546736363468
15	0.33784157641112533
16	0.3106706227229854
17	0.284706035181197
18	0.2601724872835166
19	0.23719357330593072
20	0.21581994741867255
21	0.19605052344119672
22	0.17784823632459557
23	0.16115176479872304
24	0.14588422028942882
25	0.13195955068182913
26	0.1192872187779872
27	0.10777558013891808
28	0.09733427151151437
29	0.08787586376020726
30	0.07931695499746676
31	0.07157884933817786
32	0.06458792863736389
33	0.0582757998648952
34	0.052579281191624166
35	0.047440274767548994
36	0.042805562520443326
37	0.038626552305442687
38	0.034858994792786674
39	0.03146268613083961
40	0.028401167322788395
41	0.025641428079124527
42	0.023153620566344443
43	0.02091078660576719
44	0.018888600549085744
45	0.017065129035462742
46	0.015420608095876916
47	0.013937237537062799
48	0.01259899216258941
49	0.011391449134342561
50	0.0103016306142936
