1.000000000000000048e-04,6.694783393249481347e-10,6.694783393249481347e-10,3.528224372824273650e-09,2.788306747166761706e-09,6.694783393249481347e-10,6.694783393249481347e-10
1.037605019766911805e-04,7.207760097696794959e-10,7.207760097696794959e-10,3.798567219267259081e-09,3.001955146756266181e-09,7.207760097696794959e-10,7.207760097696794959e-10
1.076624177045493348e-04,7.760042568413966259e-10,7.760042568413966259e-10,4.089624343568390249e-09,3.231973791474404035e-09,7.760042568413966259e-10,7.760042568413966259e-10
1.117110650504824176e-04,8.354642501090895491e-10,8.354642501090895491e-10,4.402982899292401707e-09,3.479616992482254099e-09,8.354642501090895491e-10,8.354642501090895491e-10
1.159119618598885670e-04,8.994802351185261851e-10,8.994802351185261851e-10,4.740351647204306734e-09,3.746235166184558568e-09,8.994802351185261851e-10,8.994802351185261851e-10
1.202708334768512016e-04,9.684013014653323467e-10,9.684013014653323467e-10,5.103570272485403685e-09,4.033282197592268556e-09,9.684013014653323467e-10,9.684013014653323467e-10
1.247936205471311460e-04,1.042603286332961802e-09,1.042603286332961802e-09,5.494619415775432788e-09,4.342323367823771636e-09,1.042603286332961802e-09,1.042603286332961802e-09
1.294864871145904987e-04,1.122490823874004705e-09,1.122490823874004705e-09,5.915631472725744068e-09,4.675043888962912978e-09,1.122490823874004705e-09,1.122490823874004705e-09
1.343558290220826280e-04,1.208499551608358584e-09,1.208499551608358584e-09,6.368902220937235922e-09,5.033258092802497034e-09,1.208499551608358584e-09,1.208499551608358584e-09
1.394082826282578647e-04,1.301098485867759775e-09,1.301098485867759775e-09,6.856903337666404956e-09,5.418919323566036014e-09,1.301098485867759775e-09,1.301098485867759775e-09
1.446507338521647108e-04,1.400792579237706117e-09,1.400792579237706117e-09,7.382295876537906564e-09,5.834130588537591760e-09,1.400792579237706117e-09,1.400792579237706117e-09
1.500903275579736594e-04,1.508125473939948655e-09,1.508125473939948655e-09,7.947944776728894779e-09,6.281156024660530686e-09,1.508125473939948655e-09,1.508125473939948655e-09
1.557344772926135099e-04,1.623682466166823496e-09,1.623682466166823496e-09,8.556934483717451666e-09,6.762433243613222257e-09,1.623682466166823496e-09,1.623682466166823496e-09
1.615908753895919263e-04,1.748093697528662934e-09,1.748093697528662934e-09,9.212585766745575655e-09,7.280586622657718300e-09,1.748093697528662934e-09,1.748093697528662934e-09
1.676675034527699306e-04,1.882037591013503525e-09,1.882037591013503525e-09,9.918473824669021002e-09,7.838441613711875815e-09,1.882037591013503525e-09,1.882037591013503525e-09
1.739726432343800604e-04,2.026244550191197037e-09,2.026244550191197037e-09,1.067844777888799350e-08,8.439040148644905166e-09,2.026244550191197037e-09,2.026244550191197037e-09
1.805148879221108100e-04,2.181500941828865743e-09,2.181500941828865743e-09,1.149665165961118122e-08,9.085657224770124624e-09,2.181500941828865743e-09,2.181500941828865743e-09
1.873031538506436428e-04,2.348653383629574139e-09,2.348653383629574139e-09,1.237754699984431758e-08,9.781818760941063835e-09,2.348653383629574139e-09,2.348653383629574139e-09
1.943466926536020084e-04,2.528613360469159156e-09,2.528613360469159156e-09,1.332593716025481812e-08,1.053132082158072842e-08,2.528613360469159156e-09,2.528613360469159156e-09
2.016551038724746336e-04,2.722362194296683121e-09,2.722362194296683121e-09,1.434699351749623540e-08,1.133825031342866586e-08,2.722362194296683121e-09,2.722362194296683121e-09
2.092383480396976933e-04,2.930956394791666030e-09,2.930956394791666030e-09,1.544628365873023299e-08,1.220700726781545990e-08,2.930956394791666030e-09,2.930956394791666030e-09
2.171067602537264868e-04,3.155533419946479858e-09,3.155533419946479858e-09,1.662980173601533998e-08,1.314232882991427887e-08,3.155533419946479858e-09,3.155533419946479858e-09
2.252710642645980429e-04,3.397317877976550451e-09,3.397317877976550451e-09,1.790400114600008435e-08,1.414931508572012403e-08,3.397317877976550451e-09,3.397317877976550451e-09
2.337423870891814812e-04,3.657628204366280472e-09,3.657628204366280472e-09,1.927582971302768470e-08,1.523345686752095165e-08,3.657628204366280472e-09,3.657628204366280472e-09
2.425322741760353111e-04,3.937883850448169392e-09,3.937883850448169392e-09,2.075276756739881291e-08,1.640066568940485536e-08,3.937883850448169392e-09,3.937883850448169392e-09
2.516527051405391619e-04,4.239613022700384685e-09,4.239613022700384685e-09,2.234286792522255952e-08,1.765730597595291544e-08,4.239613022700384685e-09,4.239613022700384685e-09
2.611161100917459258e-04,4.564461014949377215e-09,4.564461014949377215e-09,2.405480099209345906e-08,1.901022975976110423e-08,4.564461014949377215e-09,4.564461014949377215e-09
2.709353865732051759e-04,4.914199178895245196e-09,4.914199178895245196e-09,2.589790122985019509e-08,2.046681403688505637e-08,4.914199178895245196e-09,4.914199178895245196e-09
2.811239171408464344e-04,5.290734581856118974e-09,5.290734581856118974e-09,2.788221824399195432e-08,2.203500098378140233e-08,5.290734581856118974e-09,5.290734581856118974e-09
2.916955876018796070e-04,5.696120404372746891e-09,5.696120404372746891e-09,3.001857156905154834e-08,2.372334125490798070e-08,5.696120404372746891e-09,5.696120404372746891e-09
3.026648059395692196e-04,6.132567134346145786e-09,6.132567134346145786e-09,3.231860965045645669e-08,2.554104059692670961e-08,6.132567134346145786e-09,6.132567134346145786e-09
3.140465219496752208e-04,6.602454618721503016e-09,6.602454618721503016e-09,3.479487334426685755e-08,2.749801003351921694e-08,6.602454618721503016e-09,6.602454618721503016e-09
3.258562476153226335e-04,7.108345038404261060e-09,7.108345038404261060e-09,3.746086428078647554e-08,2.960491989427458536e-08,7.108345038404261060e-09,7.108345038404261060e-09
3.381100782480685337e-04,7.652996877124728565e-09,7.652996877124728565e-09,4.033111846453265793e-08,3.187325798204579313e-08,7.652996877124728565e-09,7.652996877124728565e-09
3.508247144239792456e-04,8.239379960383138028e-09,8.239379960383138028e-09,4.342128551156921823e-08,3.431539219571195775e-08,8.239379960383138028e-09,8.239379960383138028e-09
3.640174847446141400e-04,8.870691646437353584e-09,8.870691646437353584e-09,4.674821395590596435e-08,3.694463794954836320e-08,8.870691646437353584e-09,8.870691646437353584e-09
3.777063694539364706e-04,9.550374257571833158e-09,9.550374257571833158e-09,5.033004308971735110e-08,3.977533075652835344e-08,9.550374257571833158e-09,9.550374257571833158e-09
3.919100249433402332e-04,1.028213384664375884e-08,1.028213384664375884e-08,5.418630183771183236e-08,4.282290437100300000e-08,1.028213384664375884e-08,1.028213384664375884e-08
4.066478091781853925e-04,1.106996040117606536e-08,1.106996040117606536e-08,5.833801520428118995e-08,4.610397491647527461e-08,1.106996040117606536e-08,1.106996040117606536e-08
4.219398080805023877e-04,1.191814959509897071e-08,1.191814959509897071e-08,6.280781887329371209e-08,4.963643145677809789e-08,1.191814959509897071e-08,1.191814959509897071e-08
4.378068629038166541e-04,1.283132620667152826e-08,1.283132620667152826e-08,6.762008258477599480e-08,5.343953350404543194e-08,1.283132620667152826e-08,1.283132620667152826e-08
4.542705986374042954e-04,1.381446933019097520e-08,1.381446933019097520e-08,7.280104296051107421e-08,5.753401599463399601e-08,1.381446933019097520e-08,1.381446933019097520e-08
4.713534534786907267e-04,1.487293951886821060e-08,1.487293951886821060e-08,7.837894650201564170e-08,6.194220230480958842e-08,1.487293951886821060e-08,1.487293951886821060e-08
4.890787094139589959e-04,1.601250800676603749e-08,1.601250800676603749e-08,8.438420353972867099e-08,6.668812592177780612e-08,1.601250800676603749e-08,1.601250800676603749e-08
5.074705239490465754e-04,1.723938816902025738e-08,1.723938816902025738e-08,9.084955397184925010e-08,7.179766143275407588e-08,1.723938816902025738e-08,1.723938816902025738e-08
5.265539630332755463e-04,1.856026939175367628e-08,1.856026939175367628e-08,9.781024569542519582e-08,7.729866554548556382e-08,1.856026939175367628e-08,1.856026939175367628e-08
5.463550352214876149e-04,1.998235353621593761e-08,1.998235353621593761e-08,1.053042267013646815e-07,8.322112890823555339e-08,1.998235353621593761e-08,1.998235353621593761e-08
5.669007271207433460e-04,2.151339419580921059e-08,2.151339419580921059e-08,1.133723518793959391e-07,8.959733955601312965e-08,2.151339419580921059e-08,2.151339419580921059e-08
5.882190401699955449e-04,2.316173895986770674e-08,2.316173895986770674e-08,1.220586056590389521e-07,9.646205887309974340e-08,2.316173895986770674e-08,2.316173895986770674e-08
6.103390288028621123e-04,2.493637491443075257e-08,2.493637491443075257e-08,1.314103416988090136e-07,1.038527110300285562e-07,2.493637491443075257e-08,2.493637491443075257e-08
6.332908400455114538e-04,2.684697762787353646e-08,2.684697762787353646e-08,1.414785409286195228e-07,1.118095869264871130e-07,2.684697762787353646e-08,2.684697762787353646e-08
6.571057546036270392e-04,2.890396388823233870e-08,2.890396388823233870e-08,1.523180893501842849e-07,1.203760637505312336e-07,2.890396388823233870e-08,2.890396388823233870e-08
6.818162294944478787e-04,3.111854847948496684e-08,3.111854847948496684e-08,1.639880771076869387e-07,1.295988413494506424e-07,3.111854847948496684e-08,3.111854847948496684e-08
7.074559422819878514e-04,3.350280530603439319e-08,3.350280530603439319e-08,1.765521204566645689e-07,1.395281966990725968e-07,3.350280530603439319e-08,3.350280530603439319e-08
7.340598369757211656e-04,3.606973319831104182e-08,3.606973319831104182e-08,1.900787083835750755e-07,1.502182578567255268e-07,3.606973319831104182e-08,3.606973319831104182e-08
7.616641716552891624e-04,3.883332675788905491e-08,3.883332675788905491e-08,2.046415757625535411e-07,1.617272988890440066e-07,3.883332675788905491e-08,3.883332675788905491e-08
7.903065678861347695e-04,4.180865262793828902e-08,4.180865262793828902e-08,2.203201050801425390e-07,1.741180573798536121e-07,4.180865262793828902e-08,4.180865262793828902e-08
8.200260619934130737e-04,4.501193160435980864e-08,4.501193160435980864e-08,2.371997589140825951e-07,1.874580762461467632e-07,4.501193160435980864e-08,4.501193160435980864e-08
8.508631582640582055e-04,4.846062703473499791e-08,4.846062703473499791e-08,2.553725455194160189e-07,2.018200717223136549e-07,4.846062703473499791e-08,4.846062703473499791e-08
8.828598841495150472e-04,5.217353998643192861e-08,5.217353998643192861e-08,2.749375200550921900e-07,2.172823295150432560e-07,5.217353998643192861e-08,5.217353998643192861e-08
9.160598475443709407e-04,5.617091170204203811e-08,5.617091170204203811e-08,2.960013241779398000e-07,2.339291312844244806e-07,5.617091170204203811e-08,5.617091170204203811e-08
